,0
0,0.40350878
1,0.497076
2,0.5614035
3,0.4502924
4,0.21637428
5,0.1754386
6,0.25146198
7,0.28070176
8,0.46783626
9,0.14035088
10,0.1871345
11,0.33333334
12,0.3508772
13,0.23976609
14,0.0877193
15,0.30409357
16,0.4269006
17,0.4385965
18,0.21637428
19,0.24561402
20,0.34502923
21,0.4269006
22,0.45614037
23,0.33333334
24,0.28654972
25,0.18128654
26,0.22222222
27,0.19298247
28,0.18128654
29,0.12865497
30,0.1871345
31,0.28654972
32,0.43274853
33,0.41520467
34,0.43274853
35,0.45614037
36,0.5087719
37,0.21052632
38,0.10526316
39,0.23391813
40,0.36842105
41,0.48538014
42,0.5555556
43,0.5964912
44,0.41520467
45,0.28070176
46,0.39766082
47,0.4269006
48,0.4502924
49,0.3157895
50,0.20467836
51,0.33918127
52,0.3859649
53,0.4269006
54,0.36842105
55,0.36842105
56,0.36842105
57,0.4385965
58,0.3859649
59,0.22222222
60,0.2982456
61,0.20467836
62,0.1871345
63,0.16374269
64,0.16374269
65,0.116959065
66,0.081871346
67,0.14619884
68,0.1871345
69,0.13450292
70,0.2748538
71,0.3508772
72,0.046783626
73,0.07017544
74,0.10526316
75,0.21052632
76,0.2982456
77,0.30409357
78,0.28654972
79,0.19298247
80,0.058479533
81,0.111111104
82,0.122807026
83,0.21637428
84,0.21052632
85,0.24561402
86,0.32748538
87,0.25730994
88,0.13450292
89,0.0877193
90,0.040935673
91,0.1754386
92,0.116959065
93,0.12865497
94,0.13157895
95,0.13450292
96,0.0
97,0.09356725
98,0.099415205
99,0.10526316
100,0.111111104
101,0.15204678
102,0.1871345
103,0.12865497
104,0.15204678
105,0.09356725
106,0.12865497
107,0.16374269
108,0.19883041
109,0.23391813
110,0.17348929
111,0.11306043
112,0.05263158
113,0.029239766
114,0.07017544
115,0.0877193
116,0.07602339
117,0.046783626
118,0.099415205
119,0.0058479533
120,0.040935673
121,0.07602339
122,0.029239766
123,0.029239766
124,0.06725146
125,0.10526316
126,0.023391813
127,0.046783626
128,0.064327486
129,0.05263158
130,0.064327486
131,0.07017544
132,0.03508772
133,0.03508772
134,0.058479533
135,0.07602339
136,0.09356725
137,0.0877193
138,0.14619884
139,0.10526316
140,0.111111104
141,0.064327486
142,0.15204678
143,0.0058479533
144,0.040935673
145,0.029239766
146,0.09356725
147,0.099415205
148,0.18128654
149,0.15789473
150,0.099415205
151,0.09356725
152,0.14035088
153,0.22807017
154,0.21637428
155,0.25730994
156,0.1871345
157,0.111111104
158,0.14035088
159,0.22222222
160,0.099415205
161,0.13450292
162,0.14619884
163,0.13450292
164,0.07602339
165,0.122807026
166,0.12865497
167,0.111111104
168,0.15204678
169,0.13450292
170,0.22807017
171,0.28070176
172,0.30409357
173,0.116959065
174,0.12865497
175,0.18128654
176,0.12865497
177,0.116959065
178,0.099415205
179,0.16374269
180,0.14619884
181,0.13450292
182,0.122807026
183,0.07602339
184,0.081871346
185,0.0877193
186,0.09356725
187,0.099415205
188,0.040935673
189,0.05263158
190,0.09356725
191,0.099415205
192,0.16959065
193,0.16374269
194,0.116959065
195,0.21052632
196,0.23976609
197,0.22222222
198,0.19883041
199,0.111111104
200,0.0877193
201,0.09356725
202,0.07602339
203,0.09356725
204,0.116959065
205,0.16374269
206,0.16374269
207,0.081871346
208,0.07602339
209,0.081871346
210,0.07309942
211,0.064327486
212,0.111111104
213,0.16374269
214,0.19883041
215,0.116959065
216,0.15789473
217,0.122807026
218,0.046783626
219,0.07602339
220,0.05263158
221,0.09746589
222,0.1423002
223,0.1871345
224,0.23976609
225,0.1754386
226,0.111111104
227,0.15789473
228,0.14619884
229,0.23391813
230,0.13450292
231,0.19298247
232,0.1871345
233,0.14619884
234,0.111111104
235,0.058479533
236,0.116959065
237,0.14619884
238,0.029239766
239,0.0877193
240,0.040935673
241,0.040935673
242,0.116959065
243,0.111111104
244,0.18128654
245,0.21052632
246,0.21637428
247,0.18128654
248,0.26900586
249,0.2631579
250,0.19883041
251,0.064327486
252,0.14035088
253,0.16374269
254,0.14619884
255,0.14035088
256,0.1871345
257,0.23391813
258,0.25730994
259,0.22807017
260,0.18128654
261,0.09356725
262,0.15204678
263,0.21637428
264,0.13450292
265,0.064327486
266,0.122807026
267,0.23976609
268,0.18128654
269,0.029239766
270,0.116959065
271,0.23976609
272,0.22807017
273,0.22807017
274,0.30409357
275,0.36842105
276,0.39181286
277,0.23391813
278,0.07602339
279,0.21052632
280,0.13450292
281,0.1754386
282,0.10526316
283,0.18128654
284,0.20467836
285,0.32163742
286,0.2251462
287,0.12865497
288,0.19883041
289,0.23976609
290,0.3157895
291,0.20467836
292,0.116959065
293,0.122807026
294,0.111111104
295,0.12865497
296,0.13645224
297,0.14424951
298,0.15204678
299,0.14035088
300,0.1871345
301,0.07602339
302,0.122807026
303,0.21637428
304,0.12865497
305,0.0877193
306,0.14619884
307,0.122807026
308,0.07017544
309,0.15789473
310,0.040935673
311,0.10526316
312,0.0877193
313,0.111111104
314,0.1754386
315,0.21637428
316,0.040935673
317,0.029239766
318,0.07602339
319,0.20467836
320,0.13450292
321,0.15204678
322,0.16959065
323,0.18128654
324,0.18128654
325,0.116959065
326,0.21052632
327,0.21247563
328,0.21442495
329,0.21637428
330,0.21832359
331,0.22027291
332,0.22222222
333,0.29239765
334,0.14035088
335,0.15204678
336,0.16374269
337,0.2631579
338,0.2631579
339,0.30994153
340,0.21637428
341,0.21637428
342,0.14035088
343,0.10526316
344,0.023391813
345,0.023391813
346,0.10526316
347,0.19883041
348,0.23391813
349,0.28654972
350,0.38011697
351,0.36842105
352,0.25730994
353,0.3508772
354,0.5906433
355,0.49122807
356,0.40350878
357,0.32163742
