,0
0,0.2579365
1,0.28174603
2,0.32936507
3,0.22222224
4,0.16269842
5,0.08333334
6,0.15476191
7,0.18650796
8,0.2936508
9,0.17857145
10,0.06349207
11,0.20238097
12,0.22619049
13,0.1388889
14,0.051587306
15,0.14285715
16,0.18650796
17,0.16666667
18,0.09126985
19,0.14285715
20,0.13492064
21,0.23015875
22,0.25
23,0.20634922
24,0.15079366
25,0.071428575
26,0.11507937
27,0.107142866
28,0.10317461
29,0.11111112
30,0.0873016
31,0.13492064
32,0.21428573
33,0.2420635
34,0.26587301
35,0.26984128
36,0.3452381
37,0.21031748
38,0.07539683
39,0.10317461
40,0.1825397
41,0.28968254
42,0.30555555
43,0.3452381
44,0.25
45,0.2420635
46,0.41269842
47,0.3015873
48,0.3611111
49,0.15873016
50,0.12301588
51,0.22619049
52,0.2420635
53,0.26587301
54,0.22619049
55,0.21031748
56,0.21825399
57,0.22619049
58,0.19841272
59,0.17063493
60,0.13095239
61,0.09126985
62,0.09920636
63,0.11111112
64,0.08333334
65,0.06349207
66,0.071428575
67,0.09126985
68,0.13492064
69,0.18650796
70,0.13492064
71,0.03571429
72,0.039682545
73,0.051587306
74,0.095238104
75,0.17460318
76,0.13492064
77,0.16269842
78,0.13492064
79,0.039682545
80,0.06349207
81,0.03571429
82,0.05555556
83,0.11904763
84,0.11507937
85,0.1388889
86,0.1388889
87,0.09126985
88,0.03174603
89,0.059523813
90,0.09126985
91,0.01984127
92,0.07936508
93,0.107142866
94,0.12698413
95,0.03571429
96,0.05555556
97,0.107142866
98,0.095238104
99,0.06349207
100,0.11507937
101,0.13492064
102,0.10317461
103,0.06349207
104,0.07936508
105,0.05555556
106,0.11507937
107,0.059523813
108,0.10317461
109,0.07936508
110,0.05555556
111,0.03571429
112,0.03174603
113,0.01984127
114,0.059523813
115,0.051587306
116,0.06349207
117,0.039682545
118,0.06746032
119,0.011904763
120,0.033730157
121,0.05555556
122,0.06746032
123,0.047619052
124,0.047619052
125,0.05555556
126,0.039682545
127,0.0436508
128,0.0436508
129,0.039682545
130,0.039682545
131,0.015873017
132,0.027777778
133,0.023809524
134,0.047619052
135,0.05555556
136,0.071428575
137,0.059523813
138,0.08333334
139,0.03174603
140,0.05555556
141,0.011904763
142,0.027777778
143,0.03174603
144,0.05555556
145,0.059523813
146,0.06746032
147,0.09126985
148,0.09126985
149,0.10317461
150,0.06349207
151,0.11111112
152,0.11904763
153,0.1468254
154,0.15873016
155,0.11507937
156,0.07936508
157,0.09126985
158,0.11904763
159,0.08333334
160,0.07936508
161,0.071428575
162,0.12698413
163,0.07936508
164,0.11111112
165,0.09126985
166,0.09126985
167,0.07539683
168,0.09126985
169,0.11904763
170,0.16666667
171,0.16666667
172,0.16666667
173,0.14285715
174,0.17460318
175,0.09126985
176,0.08333334
177,0.0873016
178,0.09126985
179,0.09920636
180,0.107142866
181,0.06349207
182,0.05555556
183,0.05555556
184,0.07936508
185,0.06349207
186,0.07539683
187,0.03571429
188,0.027777778
189,0.06349207
190,0.06349207
191,0.071428575
192,0.07936508
193,0.12301588
194,0.09126985
195,0.13095239
196,0.19841272
197,0.15873016
198,0.11904763
199,0.11507937
200,0.08333334
201,0.023809524
202,0.0436508
203,0.06349207
204,0.0873016
205,0.071428575
206,0.06746032
207,0.05555556
208,0.0436508
209,0.071428575
210,0.03571429
211,0.059523813
212,0.107142866
213,0.095238104
214,0.10317461
215,0.0873016
216,0.059523813
217,0.023809524
218,0.03571429
219,0.03174603
220,0.05555556
221,0.03174603
222,0.06746032
223,0.059523813
224,0.07936508
225,0.080687836
226,0.08201058
227,0.08333334
228,0.06349207
229,0.09126985
230,0.11904763
231,0.12698413
232,0.09126985
233,0.10317461
234,0.11904763
235,0.0873016
236,0.071428575
237,0.051587306
238,0.0436508
239,0.08333334
240,0.011904763
241,0.06746032
242,0.03571429
243,0.059523813
244,0.0873016
245,0.071428575
246,0.059523813
247,0.071428575
248,0.095238104
249,0.1388889
250,0.11111112
251,0.08333334
252,0.05555556
253,0.071428575
254,0.11111112
255,0.1388889
256,0.06746032
257,0.12301588
258,0.071428575
259,0.09920636
260,0.11904763
261,0.06746032
262,0.0873016
263,0.15873016
264,0.07936508
265,0.059523813
266,0.03571429
267,0.027777778
268,0.107142866
269,0.21031748
270,0.22222224
271,0.234127
272,0.1388889
273,0.14285715
274,0.1468254
275,0.15079366
276,0.15476191
277,0.07539683
278,0.11507937
279,0.13095239
280,0.15079366
281,0.17460318
282,0.14285715
283,0.13492064
284,0.12301588
285,0.19444446
286,0.15873016
287,0.06349207
288,0.0436508
289,0.051587306
290,0.07936508
291,0.08597884
292,0.092592604
293,0.09920636
294,0.06349207
295,0.09920636
296,0.05555556
297,0.05714286
298,0.058730163
299,0.06031747
300,0.061904766
301,0.06349207
302,0.07936508
303,0.047619052
304,0.0873016
305,0.051587306
306,0.05555556
307,0.01984127
308,0.09126985
309,0.1468254
310,0.11507937
311,0.03571429
312,0.047619052
313,0.07539683
314,0.10317461
315,0.08333334
316,0.09920636
317,0.11904763
318,0.05555556
319,0.06349207
320,0.10019842
321,0.13690478
322,0.17361112
323,0.21031748
324,0.22222224
325,0.26984128
326,0.15476191
327,0.09126985
328,0.08333334
329,0.08333334
330,0.12698413
331,0.11904763
332,0.18650796
333,0.20238097
334,0.13095239
335,0.12301588
336,0.07539683
337,0.027777778
338,0.06349207
339,0.011904763
340,0.06349207
341,0.11507937
342,0.15873016
343,0.19047621
344,0.17460318
345,0.16666667
346,0.15079366
347,0.27380952
