,var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var6(t-5),var7(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var6(t-4),var7(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var6(t-3),var7(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var6(t-2),var7(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t)
0,0.38011697,0.107769415,0.41509432,0.13271588,0.0,0.17881396,0.0,0.374269,0.05012531,0.35220125,0.18986592,1.0,0.13558358,0.0,0.22807017,0.025062654,0.18867923,0.050443206,0.6666666,0.1100304,0.0,0.25146198,0.025062654,0.17610063,0.02639115,1.0,0.10116262,0.0,0.33333334,0.0726817,0.327044,0.07361275,1.0,0.07308134,0.0,0.0,0.07017543,0.3962264,0.039401706,1.0,0.078001395,0.0
1,0.374269,0.05012531,0.35220125,0.18986592,1.0,0.13558358,0.0,0.22807017,0.025062654,0.18867923,0.050443206,0.6666666,0.1100304,0.0,0.25146198,0.025062654,0.17610063,0.02639115,1.0,0.10116262,0.0,0.33333334,0.0726817,0.327044,0.07361275,1.0,0.07308134,0.0,0.40350878,0.07017543,0.3962264,0.039401706,1.0,0.078001395,0.0,0.0,0.11278196,0.43396226,0.080668084,0.6666666,0.13496128,0.0
2,0.22807017,0.025062654,0.18867923,0.050443206,0.6666666,0.1100304,0.0,0.25146198,0.025062654,0.17610063,0.02639115,1.0,0.10116262,0.0,0.33333334,0.0726817,0.327044,0.07361275,1.0,0.07308134,0.0,0.40350878,0.07017543,0.3962264,0.039401706,1.0,0.078001395,0.0,0.497076,0.11278196,0.43396226,0.080668084,0.6666666,0.13496128,0.0,0.0,0.13032581,0.6037736,0.08590134,0.0,0.12014276,0.0
3,0.25146198,0.025062654,0.17610063,0.02639115,1.0,0.10116262,0.0,0.33333334,0.0726817,0.327044,0.07361275,1.0,0.07308134,0.0,0.40350878,0.07017543,0.3962264,0.039401706,1.0,0.078001395,0.0,0.497076,0.11278196,0.43396226,0.080668084,0.6666666,0.13496128,0.0,0.5614035,0.13032581,0.6037736,0.08590134,0.0,0.12014276,0.0,0.0,0.1528822,0.3899371,0.08006896,1.0,0.09733158,0.0
4,0.33333334,0.0726817,0.327044,0.07361275,1.0,0.07308134,0.0,0.40350878,0.07017543,0.3962264,0.039401706,1.0,0.078001395,0.0,0.497076,0.11278196,0.43396226,0.080668084,0.6666666,0.13496128,0.0,0.5614035,0.13032581,0.6037736,0.08590134,0.0,0.12014276,0.0,0.4502924,0.1528822,0.3899371,0.08006896,1.0,0.09733158,0.0,0.0,0.045112778,0.20125785,0.31705278,1.0,0.17951405,0.0
5,0.40350878,0.07017543,0.3962264,0.039401706,1.0,0.078001395,0.0,0.497076,0.11278196,0.43396226,0.080668084,0.6666666,0.13496128,0.0,0.5614035,0.13032581,0.6037736,0.08590134,0.0,0.12014276,0.0,0.4502924,0.1528822,0.3899371,0.08006896,1.0,0.09733158,0.0,0.21637428,0.045112778,0.20125785,0.31705278,1.0,0.17951405,0.0,0.0,0.045112778,0.13836478,0.14883891,1.0,0.166718,0.0
6,0.497076,0.11278196,0.43396226,0.080668084,0.6666666,0.13496128,0.0,0.5614035,0.13032581,0.6037736,0.08590134,0.0,0.12014276,0.0,0.4502924,0.1528822,0.3899371,0.08006896,1.0,0.09733158,0.0,0.21637428,0.045112778,0.20125785,0.31705278,1.0,0.17951405,0.0,0.1754386,0.045112778,0.13836478,0.14883891,1.0,0.166718,0.0,0.0,0.0726817,0.21383648,0.072920606,1.0,0.122009665,0.0
7,0.5614035,0.13032581,0.6037736,0.08590134,0.0,0.12014276,0.0,0.4502924,0.1528822,0.3899371,0.08006896,1.0,0.09733158,0.0,0.21637428,0.045112778,0.20125785,0.31705278,1.0,0.17951405,0.0,0.1754386,0.045112778,0.13836478,0.14883891,1.0,0.166718,0.0,0.25146198,0.0726817,0.21383648,0.072920606,1.0,0.122009665,0.0,0.0,0.06766917,0.2578616,0.097719096,0.6666666,0.10306841,0.0
8,0.4502924,0.1528822,0.3899371,0.08006896,1.0,0.09733158,0.0,0.21637428,0.045112778,0.20125785,0.31705278,1.0,0.17951405,0.0,0.1754386,0.045112778,0.13836478,0.14883891,1.0,0.166718,0.0,0.25146198,0.0726817,0.21383648,0.072920606,1.0,0.122009665,0.0,0.28070176,0.06766917,0.2578616,0.097719096,0.6666666,0.10306841,0.0,0.0,0.24060148,0.45283017,0.036924787,0.0,0.12282643,0.0
9,0.21637428,0.045112778,0.20125785,0.31705278,1.0,0.17951405,0.0,0.1754386,0.045112778,0.13836478,0.14883891,1.0,0.166718,0.0,0.25146198,0.0726817,0.21383648,0.072920606,1.0,0.122009665,0.0,0.28070176,0.06766917,0.2578616,0.097719096,0.6666666,0.10306841,0.0,0.46783626,0.24060148,0.45283017,0.036924787,0.0,0.12282643,0.0,0.0,0.16541353,0.1509434,0.3212116,1.0,0.28754142,0.0
