,0
0,0.09126985
1,0.19841272
2,0.18121696
3,0.16402116
4,0.1468254
5,0.30952382
6,0.2420635
7,0.23809524
8,0.09920636
9,0.11507937
10,0.10317461
11,0.0873016
12,0.095238104
13,0.11507937
14,0.13492064
15,0.15476191
16,0.1388889
17,0.06746032
18,0.11507937
19,0.16269842
20,0.12698413
21,0.047619052
22,0.12301588
23,0.06746032
24,0.09920636
25,0.11507937
26,0.07539683
27,0.039682545
28,0.07936508
29,0.10317461
30,0.06746032
31,0.13095239
32,0.107142866
33,0.08333334
34,0.059523813
35,0.12301588
36,0.15079366
37,0.13293652
38,0.11507937
39,0.13492064
40,0.21031748
41,0.19047621
42,0.1388889
43,0.12301588
44,0.039682545
45,0.13492064
46,0.027777778
47,0.047619052
48,0.12698413
49,0.1468254
50,0.17857145
51,0.11904763
52,0.11111112
53,0.09920636
54,0.11375661
55,0.12830688
56,0.14285715
57,0.15476191
58,0.1468254
59,0.17063493
60,0.15476191
61,0.1388889
62,0.22222224
63,0.2420635
64,0.2857143
65,0.37698415
66,0.29761904
67,0.20238097
68,0.26190478
69,0.2857143
70,0.22222224
71,0.26984128
72,0.23015875
73,0.051587306
74,0.03571429
75,0.059523813
76,0.06349207
77,0.09126985
78,0.13095239
79,0.15079366
80,0.17460318
81,0.17460318
82,0.09126985
83,0.15079366
84,0.20634922
85,0.13095239
86,0.13492064
87,0.15873016
88,0.17857145
89,0.18650796
90,0.10317461
91,0.08333334
92,0.07539683
93,0.06746032
94,0.07539683
95,0.13095239
96,0.05555556
97,0.039682545
98,0.13492064
99,0.11111112
100,0.06349207
101,0.11111112
102,0.059523813
103,0.107142866
104,0.107142866
105,0.107142866
106,0.0873016
107,0.11904763
108,0.07539683
109,0.09126985
110,0.092592604
111,0.09391535
112,0.095238104
113,0.07539683
114,0.06349207
115,0.051587306
116,0.08333334
117,0.06349207
118,0.07539683
119,0.0873016
120,0.095238104
121,0.09126985
122,0.05555556
123,0.03174603
124,0.05555556
125,0.023809524
126,0.0436508
127,0.095238104
128,0.13492064
129,0.12698413
130,0.0873016
131,0.12301588
132,0.0873016
133,0.107142866
134,0.12698413
135,0.071428575
136,0.09920636
137,0.08333334
138,0.09920636
139,0.15476191
140,0.10317461
141,0.09920636
142,0.15079366
143,0.1825397
144,0.15476191
145,0.107142866
146,0.1825397
147,0.19444446
148,0.0436508
149,0.051587306
150,0.071428575
151,0.12698413
152,0.07539683
153,0.11111112
154,0.11111112
155,0.09920636
156,0.13095239
157,0.09126985
158,0.16666667
159,0.0873016
160,0.03571429
161,0.05820106
162,0.080687836
163,0.10317461
164,0.07936508
165,0.03571429
166,0.027777778
167,0.06349207
168,0.06349207
169,0.095238104
170,0.18650796
171,0.15476191
172,0.17857145
173,0.051587306
174,0.03174603
175,0.03174603
176,0.047619052
177,0.06746032
178,0.05555556
179,0.011904763
180,0.047619052
181,0.0873016
182,0.06746032
183,0.0873016
184,0.08333334
185,0.09126985
186,0.0873016
187,0.06746032
188,0.051587306
189,0.05555556
190,0.06349207
191,0.051587306
192,0.051587306
193,0.071428575
194,0.05555556
195,0.0436508
196,0.059523813
197,0.051587306
198,0.06746032
199,0.06349207
200,0.051587306
201,0.09126985
202,0.0436508
203,0.071428575
204,0.07936508
205,0.09126985
206,0.13492064
207,0.09920636
208,0.07539683
209,0.03571429
210,0.023809524
211,0.015873017
212,0.027777778
213,0.06349207
214,0.0436508
215,0.0436508
216,0.047619052
