,var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var6(t-5),var7(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var6(t-4),var7(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var6(t-3),var7(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var6(t-2),var7(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t)
0,0.29239765,0.15538846,0.27672955,0.12307344,0.33333334,0.3100022,0.0,0.28070176,0.20050125,0.27044025,0.26705888,0.0,0.23415935,0.007425742,0.22807017,0.18546365,0.22641508,0.27392477,1.0,0.29569903,0.0,0.21637428,0.23308271,0.22012578,0.11608121,1.0,0.26384744,0.0,0.36842105,0.17794485,0.37106916,0.19872089,1.0,0.29702118,0.0024752475,0.0,0.18045112,0.27672955,0.20538211,1.0,0.32706988,0.04455445
1,0.28070176,0.20050125,0.27044025,0.26705888,0.0,0.23415935,0.007425742,0.22807017,0.18546365,0.22641508,0.27392477,1.0,0.29569903,0.0,0.21637428,0.23308271,0.22012578,0.11608121,1.0,0.26384744,0.0,0.36842105,0.17794485,0.37106916,0.19872089,1.0,0.29702118,0.0024752475,0.29239765,0.18045112,0.27672955,0.20538211,1.0,0.32706988,0.04455445,0.0,0.23558897,0.22641508,0.028795175,0.0,0.27382362,0.0
2,0.22807017,0.18546365,0.22641508,0.27392477,1.0,0.29569903,0.0,0.21637428,0.23308271,0.22012578,0.11608121,1.0,0.26384744,0.0,0.36842105,0.17794485,0.37106916,0.19872089,1.0,0.29702118,0.0024752475,0.29239765,0.18045112,0.27672955,0.20538211,1.0,0.32706988,0.04455445,0.2982456,0.23558897,0.22641508,0.028795175,0.0,0.27382362,0.0,0.0,0.21553883,0.18867923,0.20751175,1.0,0.32466596,0.113861375
3,0.21637428,0.23308271,0.22012578,0.11608121,1.0,0.26384744,0.0,0.36842105,0.17794485,0.37106916,0.19872089,1.0,0.29702118,0.0024752475,0.29239765,0.18045112,0.27672955,0.20538211,1.0,0.32706988,0.04455445,0.2982456,0.23558897,0.22641508,0.028795175,0.0,0.27382362,0.0,0.18128654,0.21553883,0.18867923,0.20751175,1.0,0.32466596,0.113861375,0.0,0.13533834,0.09433962,0.11938301,0.33333334,0.33572388,0.04455445
4,0.36842105,0.17794485,0.37106916,0.19872089,1.0,0.29702118,0.0024752475,0.29239765,0.18045112,0.27672955,0.20538211,1.0,0.32706988,0.04455445,0.2982456,0.23558897,0.22641508,0.028795175,0.0,0.27382362,0.0,0.18128654,0.21553883,0.18867923,0.20751175,1.0,0.32466596,0.113861375,0.099415205,0.13533834,0.09433962,0.11938301,0.33333334,0.33572388,0.04455445,0.0,0.14285713,0.22641508,0.13231385,0.6666666,0.34341636,0.032178216
5,0.29239765,0.18045112,0.27672955,0.20538211,1.0,0.32706988,0.04455445,0.2982456,0.23558897,0.22641508,0.028795175,0.0,0.27382362,0.0,0.18128654,0.21553883,0.18867923,0.20751175,1.0,0.32466596,0.113861375,0.099415205,0.13533834,0.09433962,0.11938301,0.33333334,0.33572388,0.04455445,0.21637428,0.14285713,0.22641508,0.13231385,0.6666666,0.34341636,0.032178216,0.0,0.117794484,0.20125785,0.030423794,1.0,0.35303193,0.00990099
6,0.2982456,0.23558897,0.22641508,0.028795175,0.0,0.27382362,0.0,0.18128654,0.21553883,0.18867923,0.20751175,1.0,0.32466596,0.113861375,0.099415205,0.13533834,0.09433962,0.11938301,0.33333334,0.33572388,0.04455445,0.21637428,0.14285713,0.22641508,0.13231385,0.6666666,0.34341636,0.032178216,0.19298247,0.117794484,0.20125785,0.030423794,1.0,0.35303193,0.00990099,0.0,0.13032581,0.11949685,0.2047701,0.0,0.30988201,0.0
7,0.18128654,0.21553883,0.18867923,0.20751175,1.0,0.32466596,0.113861375,0.099415205,0.13533834,0.09433962,0.11938301,0.33333334,0.33572388,0.04455445,0.21637428,0.14285713,0.22641508,0.13231385,0.6666666,0.34341636,0.032178216,0.19298247,0.117794484,0.20125785,0.030423794,1.0,0.35303193,0.00990099,0.12865497,0.13032581,0.11949685,0.2047701,0.0,0.30988201,0.0,0.0,0.283208,0.28930816,0.13950461,0.6666666,0.2848815,0.0
8,0.099415205,0.13533834,0.09433962,0.11938301,0.33333334,0.33572388,0.04455445,0.21637428,0.14285713,0.22641508,0.13231385,0.6666666,0.34341636,0.032178216,0.19298247,0.117794484,0.20125785,0.030423794,1.0,0.35303193,0.00990099,0.12865497,0.13032581,0.11949685,0.2047701,0.0,0.30988201,0.0,0.30409357,0.283208,0.28930816,0.13950461,0.6666666,0.2848815,0.0,0.0,0.23308271,0.33962262,0.036373753,1.0,0.2944971,0.0
9,0.21637428,0.14285713,0.22641508,0.13231385,0.6666666,0.34341636,0.032178216,0.19298247,0.117794484,0.20125785,0.030423794,1.0,0.35303193,0.00990099,0.12865497,0.13032581,0.11949685,0.2047701,0.0,0.30988201,0.0,0.30409357,0.283208,0.28930816,0.13950461,0.6666666,0.2848815,0.0,0.374269,0.23308271,0.33962262,0.036373753,1.0,0.2944971,0.0,0.0,0.3433584,0.3333333,0.34822258,0.0,0.32286304,0.027227722
